,name,RecLoss
0,00000001_000.png,0.27506074
1,00000001_001.png,0.34745133
2,00000001_002.png,0.40319028
3,00000002_000.png,0.35374429999999996
4,00000003_000.png,0.3655097000000001
5,00000003_001.png,0.45603043
6,00000003_002.png,0.47452772
7,00000003_003.png,0.33054966
8,00000003_004.png,0.4409059
9,00000003_005.png,0.34052104
10,00000003_006.png,0.40884542
11,00000003_007.png,0.33745929999999996
12,00000004_000.png,0.35058290000000003
13,00000005_000.png,0.37478429999999996
14,00000005_001.png,0.3506572
15,00000005_002.png,0.23868622
16,00000005_003.png,0.3714976
17,00000005_004.png,0.32786176
18,00000005_005.png,0.28421676
19,00000005_006.png,0.3980964
20,00000005_007.png,0.3136062
21,00000006_000.png,0.40011847
22,00000007_000.png,0.36853942
23,00000008_000.png,0.31343612
24,00000008_001.png,0.2955563
25,00000008_002.png,0.37486929999999996
26,00000009_000.png,0.29130557
27,00000010_000.png,0.36286598
28,00000011_000.png,0.34075043
29,00000011_001.png,0.4061229
30,00000011_002.png,0.29990286
31,00000011_003.png,0.41429895
32,00000011_004.png,0.35427502
33,00000011_005.png,0.30119342
34,00000011_006.png,0.33081248
35,00000011_007.png,0.3907325
36,00000011_008.png,0.36468694
37,00000012_000.png,0.43818554
38,00000013_000.png,0.22444741
39,00000013_001.png,0.27133748
40,00000013_002.png,0.33252740000000003
41,00000013_003.png,0.32554615
42,00000013_004.png,0.29380363
43,00000013_005.png,0.33112708
44,00000013_006.png,0.41168922
45,00000013_007.png,0.39306408
46,00000013_008.png,0.4602633
47,00000013_009.png,0.3671215
48,00000013_010.png,0.35574082
49,00000013_011.png,0.43444395
50,00000013_012.png,0.36176348
51,00000013_013.png,0.40581805
52,00000013_014.png,0.2583278
53,00000013_015.png,0.23530646
54,00000013_016.png,0.28001755
55,00000013_017.png,0.20653526
56,00000013_018.png,0.3112752
57,00000013_019.png,0.17451866
58,00000013_020.png,0.19493239999999998
59,00000013_021.png,0.20061673
60,00000013_022.png,0.35949916
61,00000013_023.png,0.341414
62,00000013_024.png,0.4053016
63,00000013_025.png,0.34717570000000003
64,00000013_026.png,0.34938969999999997
65,00000013_027.png,0.30738863
66,00000013_028.png,0.3105332
67,00000013_029.png,0.25329754
68,00000013_030.png,0.29950362
69,00000013_031.png,0.48181579999999996
70,00000013_032.png,0.31412807
71,00000013_033.png,0.32192388
72,00000013_034.png,0.31085026
73,00000013_035.png,0.32281086
74,00000013_036.png,0.3299897
75,00000013_037.png,0.32654986
76,00000013_038.png,0.3203928
77,00000013_039.png,0.34055799999999997
78,00000013_040.png,0.30064455
79,00000013_041.png,0.33125538
80,00000013_042.png,0.34495398
81,00000013_043.png,0.346962
82,00000013_044.png,0.34879923
83,00000013_045.png,0.30204925
84,00000013_046.png,0.32442522
85,00000014_000.png,0.36441138
86,00000015_000.png,0.3262797
87,00000016_000.png,0.32183707
88,00000017_000.png,0.43985733
89,00000017_001.png,0.37138298
90,00000017_002.png,0.35080227
91,00000018_000.png,0.43564390000000003
92,00000019_000.png,0.3450185
93,00000020_000.png,0.35917377
94,00000020_001.png,0.33808556
95,00000020_002.png,0.34170344
96,00000021_000.png,0.39848754
97,00000021_001.png,0.33883800000000003
98,00000022_000.png,0.27804118
99,00000022_001.png,0.38133445
100,00000023_000.png,0.40069097
101,00000023_001.png,0.28474048
102,00000023_002.png,0.34307835
103,00000023_003.png,0.3694553
104,00000023_004.png,0.40735975
105,00000024_000.png,0.36017550000000004
106,00000025_000.png,0.40872034
107,00000026_000.png,0.41894162
108,00000027_000.png,0.34699002
109,00000028_000.png,0.33522448
110,00000029_000.png,0.32766998
111,00000030_000.png,0.4126187
112,00000030_001.png,0.35996884
113,00000031_000.png,0.36260998
114,00000032_000.png,0.3391666
115,00000032_001.png,0.36655518
116,00000032_002.png,0.38253275
117,00000032_003.png,0.28076999999999996
118,00000032_004.png,0.30340376
119,00000032_005.png,0.36179018
120,00000032_006.png,0.43068692
121,00000032_007.png,0.30000833
122,00000032_008.png,0.37269202
123,00000032_009.png,0.32295236
124,00000032_010.png,0.3173319000000001
125,00000032_011.png,0.32808986
126,00000032_012.png,0.28939003
